Date,Open,High,Low,Close,Volume,OpenInt
26-08-2003,16.114,16.235,15.918,16.2,2998640,0
27-08-2003,16.168,16.686,16.134,16.538,3990879,0
28-08-2003,16.531,16.586,16.303,16.396,2927091,0
29-08-2003,16.303,16.43,16.255,16.417,2533634,0
02-09-2003,16.472,16.7,16.344,16.653,4042137,0
03-09-2003,16.606,16.674,16.403,16.538,4437374,0
04-09-2003,16.538,17.003,16.538,16.978,3714895,0
05-09-2003,16.978,17.295,16.768,17.213,4898830,0
08-09-2003,17.166,17.874,17.166,17.84,4594993,0
09-09-2003,17.753,17.807,17.349,17.468,2834945,0
10-09-2003,17.146,17.267,16.478,16.531,3089893,0
11-09-2003,16.586,16.998,16.505,16.903,2628886,0
12-09-2003,16.903,16.917,16.572,16.855,2532298,0
15-09-2003,16.74,16.843,16.485,16.538,1362143,0
16-09-2003,16.538,16.768,16.538,16.653,3226778,0
17-09-2003,16.674,16.686,16.37,16.606,3121154,0
18-09-2003,16.437,16.694,16.337,16.579,2794209,0
19-09-2003,16.606,16.931,16.572,16.903,4497518,0
22-09-2003,16.572,16.66,16.337,16.491,1786860,0
23-09-2003,16.41,16.66,16.41,16.64,1509546,0
24-09-2003,16.62,16.62,15.573,15.573,4014136,0
25-09-2003,15.64,16.072,15.376,15.405,2566368,0
26-09-2003,15.323,15.486,15.058,15.106,2071434,0
29-09-2003,15.162,15.459,14.986,15.295,1855449,0
30-09-2003,15.202,15.202,14.919,14.925,1952182,0
01-10-2003,14.952,15.189,14.879,15.02,2756433,0
02-10-2003,14.919,14.972,14.743,14.844,3176707,0
03-10-2003,15.02,15.844,15.02,15.526,4628176,0
06-10-2003,15.526,15.681,15.398,15.546,1095045,0
07-10-2003,15.459,15.898,15.323,15.817,2420749,0
08-10-2003,15.985,16.031,15.674,15.804,2284016,0
09-10-2003,15.985,16.174,15.831,15.951,1980032,0
10-10-2003,15.891,16.058,15.863,15.998,1159043,0
13-10-2003,16.065,16.187,15.998,16.119,1269112,0
14-10-2003,16.065,16.303,16.013,16.249,1593985,0
15-10-2003,16.451,16.498,16.235,16.362,3113748,0
16-10-2003,16.362,16.465,16.214,16.417,2043290,0
17-10-2003,16.396,16.396,16.099,16.187,2395123,0
20-10-2003,16.134,16.194,15.964,16.085,1155340,0
21-10-2003,16.045,16.35,16.018,16.214,1759155,0
22-10-2003,16.065,16.092,15.728,15.849,1366887,0
23-10-2003,15.633,15.646,15.316,15.506,2142542,0
24-10-2003,15.478,15.586,15.288,15.573,1449101,0
27-10-2003,15.608,15.613,15.338,15.439,1442732,0
28-10-2003,15.526,16.2,15.526,16.2,2640442,0
29-10-2003,16.194,16.329,16.058,16.261,2041660,0
30-10-2003,16.37,17.084,16.337,16.747,4647286,0
31-10-2003,16.843,16.889,16.634,16.822,2637479,0
03-11-2003,16.822,17.125,16.822,17.069,2785469,0
04-11-2003,17.069,17.248,16.998,17.146,2444007,0
05-11-2003,17.146,17.316,16.984,17.281,1624348,0
06-11-2003,17.281,17.734,17.281,17.734,3520686,0
07-11-2003,17.753,18.335,17.585,18.105,3563793,0
10-11-2003,18.024,18.084,17.389,17.462,2690069,0
11-11-2003,17.349,17.687,17.213,17.531,2097955,0
12-11-2003,17.468,18.225,17.37,18.14,2957458,0
13-11-2003,18.191,18.3,17.82,17.887,3043086,0
14-11-2003,17.887,18.497,17.887,17.965,4197090,0
17-11-2003,17.82,18.225,17.786,18.058,4806389,0
18-11-2003,19.508,19.778,18.745,18.745,8641721,0
19-11-2003,18.65,18.842,18.497,18.697,2683102,0
20-11-2003,18.531,18.835,18.383,18.389,2092769,0
21-11-2003,18.389,18.396,18.064,18.354,2605626,0
24-11-2003,18.389,18.8,18.354,18.697,2703994,0
25-11-2003,18.697,18.896,18.562,18.752,2224616,0
26-11-2003,18.773,19.036,18.766,18.923,1801227,0
28-11-2003,18.835,19.117,18.835,19.089,1103935,0
01-12-2003,19.199,19.199,18.967,19.089,2713177,0
02-12-2003,19.089,19.165,18.725,18.766,2829465,0
03-12-2003,18.766,19.138,18.766,19.068,3152857,0
04-12-2003,19.068,19.173,18.759,18.896,2977903,0
05-12-2003,18.664,18.664,18.077,18.171,2611553,0
08-12-2003,18.177,18.59,18.07,18.538,2769914,0
09-12-2003,18.704,18.828,18.105,18.133,2655997,0
10-12-2003,18.064,18.294,17.753,17.908,3644977,0
11-12-2003,17.978,18.504,17.978,18.422,2440452,0
12-12-2003,18.464,18.51,18.28,18.396,1908040,0
15-12-2003,18.524,18.725,18.225,18.3,3079376,0
16-12-2003,18.191,18.638,18.113,18.538,2399269,0
17-12-2003,18.569,18.569,18.064,18.348,1848042,0
18-12-2003,18.225,18.967,18.225,18.78,3206334,0
19-12-2003,19.049,19.068,18.807,18.896,3921703,0
22-12-2003,18.902,19.238,18.794,19.152,2370382,0
23-12-2003,19.036,19.173,18.974,19.082,2297051,0
24-12-2003,18.994,19.068,18.875,18.947,579524,0
26-12-2003,18.889,18.987,18.85,18.868,549598,0
29-12-2003,18.889,19.307,18.835,19.299,1733826,0
30-12-2003,19.272,19.468,19.238,19.374,1378141,0
31-12-2003,19.339,19.86,19.272,19.737,2737768,0
02-01-2004,19.744,19.771,19.428,19.442,2575257,0
05-01-2004,19.915,19.947,19.718,19.947,4289087,0
06-01-2004,19.947,20.589,19.894,20.575,4461965,0
07-01-2004,20.589,20.838,20.452,20.838,3517874,0
08-01-2004,20.851,21.817,20.811,21.789,5588713,0
09-01-2004,21.668,21.899,21.535,21.635,3510464,0
12-01-2004,21.635,21.879,21.33,21.871,2617476,0
13-01-2004,21.906,22.006,21.635,21.763,4349674,0
14-01-2004,21.77,21.844,21.595,21.696,3879185,0
15-01-2004,21.77,22.242,21.609,22.216,5527681,0
16-01-2004,22.14,23.193,22.108,23.121,5523532,0
20-01-2004,23.121,23.14,22.655,22.958,3929851,0
21-01-2004,23.019,23.592,22.811,23.472,4435449,0
22-01-2004,23.472,23.66,22.937,22.937,4363454,0
23-01-2004,22.944,23.054,22.439,22.573,2637182,0
26-01-2004,22.344,22.978,22.284,22.89,3091377,0
27-01-2004,25.517,26.123,24.323,24.369,20572737,0
28-01-2004,24.524,24.809,24.269,24.269,5596713,0
29-01-2004,24.343,24.619,23.66,24.064,4346417,0
30-01-2004,24.05,25.016,23.863,24.882,6090168,0
02-02-2004,24.942,25.146,24.442,24.585,3324697,0
03-02-2004,24.336,24.809,24.303,24.625,3219371,0
04-02-2004,24.504,24.504,23.79,23.829,3096559,0
05-02-2004,23.816,24.119,23.735,23.783,2813025,0
06-02-2004,23.755,24.875,23.727,24.875,4098429,0
09-02-2004,24.902,25.281,24.856,25.043,3911181,0
10-02-2004,24.909,25.301,24.842,25.226,2098988,0
11-02-2004,25.18,25.381,24.909,25.246,3178037,0
12-02-2004,25.077,25.26,24.809,24.922,2732728,0
13-02-2004,24.961,25.146,24.809,25.029,2688734,0
17-02-2004,25.029,25.381,24.889,25.308,3051677,0
18-02-2004,24.639,24.747,23.843,24.288,10293479,0
19-02-2004,24.571,24.775,24.303,24.362,4334862,0
20-02-2004,24.362,24.362,23.592,23.66,4259012,0
23-02-2004,23.571,23.578,22.526,22.764,4310269,0
24-02-2004,22.615,23.019,22.413,22.784,4256200,0
25-02-2004,22.477,23.114,22.477,22.917,3119822,0
26-02-2004,22.917,23.24,22.79,23.087,2583407,0
27-02-2004,23.087,23.24,22.798,23.079,3086339,0
01-03-2004,23.047,23.282,22.897,23.174,2990642,0
02-03-2004,23.174,23.451,23.047,23.107,2279425,0
03-03-2004,23.107,23.14,22.784,22.93,1882557,0
04-03-2004,22.958,22.999,22.79,22.917,1657535,0
05-03-2004,22.784,23.625,22.75,23.498,3153743,0
08-03-2004,23.492,23.537,22.694,22.694,2332905,0
09-03-2004,23.193,23.193,22.108,22.16,4765653,0
10-03-2004,22.276,22.399,21.304,21.304,5855810,0
11-03-2004,21.196,21.595,20.388,20.388,7964727,0
12-03-2004,20.575,21.52,20.575,21.365,5368132,0
15-03-2004,21.337,21.479,20.408,20.433,4197537,0
16-03-2004,20.42,20.568,20.063,20.382,4372492,0
17-03-2004,20.452,21.567,20.446,21.35,5110964,0
18-03-2004,21.061,21.067,20.568,20.658,4271312,0
19-03-2004,20.858,21.027,20.54,20.623,4069837,0
22-03-2004,20.486,20.658,20.128,20.362,4083765,0
23-03-2004,20.388,20.438,19.462,19.508,5728262,0
24-03-2004,19.536,20.089,19.442,19.757,4069244,0
25-03-2004,20.05,20.899,19.915,20.725,3833261,0
26-03-2004,20.596,21.033,20.513,20.784,2705773,0
29-03-2004,20.927,21.324,20.927,21.108,3024416,0
30-03-2004,21.128,21.318,20.927,21.239,2595108,0
31-03-2004,21.265,21.574,21.196,21.35,2425936,0
01-04-2004,21.35,21.602,21.272,21.357,2775988,0
02-04-2004,21.635,21.871,21.413,21.817,2790506,0
05-04-2004,21.756,21.999,21.574,21.899,2278831,0
06-04-2004,21.668,22.074,21.528,21.978,2838798,0
07-04-2004,21.736,21.926,21.265,21.507,3049601,0
08-04-2004,21.796,22.061,21.311,21.485,1942558,0
12-04-2004,21.485,21.783,21.434,21.514,1080083,0
13-04-2004,21.535,21.541,20.697,20.933,2641922,0
14-04-2004,20.933,21.001,20.554,20.764,2070549,0
15-04-2004,20.858,20.872,19.846,20.182,3768968,0
16-04-2004,20.791,20.825,19.954,20.34,3614012,0
19-04-2004,20.286,20.575,20.121,20.52,2191728,0
20-04-2004,20.623,20.644,19.401,19.401,3483799,0
21-04-2004,19.609,19.873,19.577,19.602,5011417,0
22-04-2004,19.577,20.05,19.264,19.826,3388246,0
23-04-2004,19.757,20.082,19.616,19.915,2352159,0
26-04-2004,19.915,20.121,19.482,19.637,2836426,0
27-04-2004,19.644,19.968,19.374,19.449,2173358,0
28-04-2004,19.307,19.374,18.994,19.102,2788136,0
29-04-2004,19.001,19.152,18.464,18.766,2974346,0
30-04-2004,18.8,18.954,18.164,18.232,2462523,0
03-05-2004,18.259,18.684,18.091,18.401,3016121,0
04-05-2004,18.531,18.531,17.557,18.045,6409997,0
05-05-2004,18.038,18.383,17.95,18.098,4091024,0
06-05-2004,17.957,18.017,17.687,17.78,2203579,0
07-05-2004,17.687,18.077,17.626,17.759,3330178,0
10-05-2004,17.449,17.578,16.91,17.152,5961878,0
11-05-2004,17.349,17.721,17.213,17.687,4931124,0
12-05-2004,17.694,17.82,17.063,17.661,5098667,0
13-05-2004,17.383,17.694,17.16,17.564,3852371,0
14-05-2004,17.564,17.773,17.146,17.221,2916423,0
17-05-2004,17.18,17.274,16.875,17.228,4215315,0
18-05-2004,17.721,17.854,16.538,17.146,10643386,0
19-05-2004,17.349,17.619,16.991,17.018,7488898,0
20-05-2004,16.945,16.945,16.403,16.403,4689508,0
21-05-2004,16.478,16.62,16.289,16.458,3409286,0
24-05-2004,16.552,16.707,16.37,16.437,3486463,0
25-05-2004,16.472,16.712,16.065,16.694,5732707,0
26-05-2004,16.775,16.984,16.707,16.85,4259012,0
27-05-2004,16.931,17.274,16.875,17.152,4630103,0
28-05-2004,17.152,17.423,16.998,17.349,4343897,0
01-06-2004,17.18,17.468,17.146,17.416,5272437,0
02-06-2004,17.423,17.462,17.011,17.146,3981105,0
03-06-2004,17.077,17.194,16.91,16.91,4323903,0
04-06-2004,17.077,17.248,16.972,17.025,3067528,0
07-06-2004,17.18,17.922,17.173,17.894,4281529,0
08-06-2004,17.915,17.965,17.706,17.93,3200852,0
09-06-2004,17.93,18.051,17.661,17.687,4098873,0
10-06-2004,17.654,17.786,17.571,17.753,2244020,0
14-06-2004,17.721,17.721,17.383,17.423,2923536,0
15-06-2004,17.517,17.721,17.436,17.578,3288255,0
16-06-2004,17.626,17.626,17.416,17.599,2070105,0
17-06-2004,17.462,17.483,17.132,17.261,3011678,0
18-06-2004,17.261,17.654,17.132,17.475,3188852,0
21-06-2004,17.475,17.578,17.228,17.267,1851300,0
22-06-2004,17.234,17.759,17.166,17.64,3053301,0
23-06-2004,17.687,18.294,17.687,18.253,3259662,0
24-06-2004,18.55,18.967,18.483,18.524,4993044,0
25-06-2004,18.524,19.947,18.457,19.921,9316794,0
28-06-2004,19.921,19.921,19.515,19.542,4237092,0
29-06-2004,19.468,20.036,19.456,19.995,3871187,0
30-06-2004,19.981,20.022,19.678,19.764,3469430,0
01-07-2004,19.657,19.678,19.008,19.333,4107020,0
02-07-2004,19.253,19.286,18.954,19.082,2137060,0
06-07-2004,18.954,18.967,18.51,18.51,3010640,0
07-07-2004,18.51,18.759,18.422,18.443,3092268,0
08-07-2004,18.422,18.55,18.133,18.14,2441638,0
09-07-2004,18.225,18.524,18.084,18.118,2325198,0
12-07-2004,17.887,17.894,17.543,17.753,4052361,0
13-07-2004,17.753,17.978,17.64,17.74,2488451,0
14-07-2004,17.517,17.915,17.316,17.416,3301145,0
15-07-2004,17.619,17.633,17.261,17.442,3080710,0
16-07-2004,17.517,17.619,17.058,17.084,2505634,0
19-07-2004,17.018,17.281,16.882,17.011,2371271,0
20-07-2004,16.938,17.585,16.761,17.409,3801562,0
21-07-2004,17.483,17.854,16.524,16.538,5208587,0
22-07-2004,16.458,16.822,16.268,16.775,4599438,0
23-07-2004,16.64,16.64,15.905,15.905,4829648,0
26-07-2004,15.932,16.052,15.492,15.653,3483946,0
27-07-2004,15.56,15.824,15.405,15.694,4314124,0
28-07-2004,15.594,15.7,15.275,15.398,5287993,0
29-07-2004,15.56,15.991,15.56,15.898,5248439,0
30-07-2004,15.871,16.214,15.7,16.072,4105987,0
02-08-2004,16.079,16.31,15.878,16.222,2498224,0
03-08-2004,16.2,16.207,15.54,15.646,3163816,0
04-08-2004,15.62,15.66,15.154,15.492,3425727,0
05-08-2004,15.445,15.64,15.209,15.224,1688053,0
06-08-2004,14.967,15.106,14.694,14.75,2531705,0
09-08-2004,14.764,14.967,14.614,14.851,2001073,0
10-08-2004,14.919,15.526,14.919,15.432,3661713,0
11-08-2004,15.425,15.425,14.44,14.694,5961580,0
12-08-2004,14.514,14.514,13.17,13.284,9333979,0
13-08-2004,14.434,14.514,13.507,13.851,9825358,0
16-08-2004,13.737,14.068,13.737,13.989,2609479,0
17-08-2004,14.121,14.372,14.109,14.304,4237532,0
18-08-2004,14.339,14.7,14.283,14.694,3516834,0
19-08-2004,14.694,14.838,14.579,14.722,2706215,0
20-08-2004,14.7,15.071,14.586,14.986,1893517,0
23-08-2004,15.078,15.189,14.817,14.952,2241942,0
24-08-2004,14.986,14.993,14.493,14.586,2134692,0
25-08-2004,14.566,14.872,14.379,14.824,3142486,0
26-08-2004,14.817,14.919,14.461,14.566,3097747,0
27-08-2004,14.628,14.736,14.56,14.607,1791158,0
30-08-2004,14.514,14.541,14.223,14.261,2841613,0
31-08-2004,14.154,14.174,13.515,13.838,7145810,0
01-09-2004,13.79,14.141,13.676,13.967,4180351,0
02-09-2004,13.974,14.379,13.751,14.311,2377494,0
03-09-2004,14.276,14.283,13.67,13.751,2433933,0
07-09-2004,13.939,14.128,13.87,13.891,3319364,0
08-09-2004,13.724,13.838,13.602,13.623,2585035,0
09-09-2004,13.73,14.372,13.716,14.283,3575794,0
10-09-2004,14.201,15.33,14.182,15.33,7233804,0
13-09-2004,15.405,15.66,15.323,15.445,4132947,0
14-09-2004,15.405,15.499,15.1,15.459,2350828,0
15-09-2004,15.425,15.425,14.986,15.106,2077954,0
16-09-2004,15.093,15.465,15.093,15.148,1870855,0
17-09-2004,15.182,15.506,15.182,15.459,3632386,0
20-09-2004,15.412,15.932,15.189,15.687,3305145,0
21-09-2004,15.687,15.824,15.492,15.742,3115376,0
22-09-2004,15.573,15.62,15.224,15.303,2233650,0
23-09-2004,15.237,15.506,15.106,15.27,2133953,0
24-09-2004,15.258,15.295,14.715,14.729,2513933,0
27-09-2004,14.647,14.708,14.386,14.413,3281145,0
28-09-2004,14.446,14.48,14.148,14.372,2162395,0
29-09-2004,14.311,14.906,14.311,14.586,2667997,0
30-09-2004,14.514,14.824,14.359,14.56,2785764,0
01-10-2004,14.647,15.546,14.647,15.52,3966733,0
04-10-2004,15.797,16.052,15.667,15.891,4810241,0
05-10-2004,15.863,15.945,15.513,15.667,3889111,0
06-10-2004,15.56,15.573,15.323,15.54,3533871,0
07-10-2004,15.425,15.546,15.323,15.344,3296549,0
08-10-2004,15.309,15.439,14.952,15.007,2695843,0
11-10-2004,15.25,15.323,14.919,14.959,3545130,0
12-10-2004,14.858,14.865,14.607,14.798,5269472,0
13-10-2004,15.12,15.33,15.051,15.142,3256995,0
14-10-2004,15.142,15.182,14.844,14.946,3012716,0
15-10-2004,15.093,15.601,15.038,15.383,3752970,0
18-10-2004,15.391,15.546,15.12,15.506,2705621,0
19-10-2004,15.64,15.849,15.338,15.338,3621572,0
20-10-2004,15.202,16.031,15.196,16.018,4098581,0
21-10-2004,16.031,16.667,15.932,16.579,4650249,0
22-10-2004,16.579,16.591,16.085,16.134,3581128,0
25-10-2004,15.978,16.295,15.964,16.168,1994256,0
26-10-2004,16.141,16.423,15.945,16.423,2499266,0
27-10-2004,16.355,16.945,16.295,16.862,3283513,0
28-10-2004,16.862,17.077,16.647,16.74,2567999,0
29-10-2004,16.74,17.058,16.686,16.917,3034340,0
01-11-2004,16.843,17.011,16.606,16.681,2580887,0
02-11-2004,16.518,17.139,16.458,16.822,3346181,0
03-11-2004,17.455,17.455,16.579,16.768,4780763,0
04-11-2004,16.768,16.903,16.647,16.85,2863541,0
05-11-2004,16.809,17.201,16.761,17.018,3091524,0
08-11-2004,16.816,17.468,16.816,17.395,2752285,0
09-11-2004,17.18,17.475,17.077,17.255,1929664,0
10-11-2004,17.281,17.343,16.91,16.91,1844632,0
11-11-2004,16.951,17.462,16.945,17.336,2502816,0
12-11-2004,15.357,15.579,14.805,15.244,22727429,0
15-11-2004,15.038,15.749,15.026,15.383,5332135,0
16-11-2004,15.264,15.546,15.237,15.492,3817707,0
17-11-2004,15.546,15.79,15.546,15.776,4473077,0
18-11-2004,15.608,15.831,15.533,15.79,3279813,0
19-11-2004,15.824,15.824,15.472,15.613,2690957,0
22-11-2004,15.533,15.628,15.383,15.579,2242242,0
23-11-2004,15.459,15.546,15.357,15.412,2666513,0
24-11-2004,15.37,15.694,15.344,15.646,1994995,0
26-11-2004,15.566,15.769,15.56,15.633,758328,0
29-11-2004,15.62,15.721,15.405,15.56,1730865,0
30-11-2004,15.405,15.579,15.383,15.452,1824337,0
01-12-2004,15.546,15.998,15.546,15.991,2370975,0
02-12-2004,15.991,16.579,15.985,16.228,3671493,0
03-12-2004,16.329,16.727,16.222,16.344,2519263,0
06-12-2004,16.303,16.485,16.181,16.41,1684346,0
07-12-2004,16.383,16.66,16.107,16.119,2108175,0
08-12-2004,16.127,16.134,15.849,15.884,2221651,0
09-12-2004,15.844,16.119,15.445,16.005,2743398,0
10-12-2004,15.938,16.2,15.844,15.991,2222984,0
13-12-2004,15.991,16.242,15.957,16.092,1894555,0
14-12-2004,16.018,16.383,16.018,16.337,2353347,0
15-12-2004,16.337,16.627,16.283,16.322,2695104,0
16-12-2004,16.065,16.283,15.964,15.985,2396748,0
17-12-2004,15.856,16.2,15.849,16.079,3924958,0
20-12-2004,16.134,16.329,15.898,15.911,2303572,0
21-12-2004,15.878,16.161,15.871,16.079,2689771,0
22-12-2004,16.099,16.316,15.971,16.2,2382233,0
23-12-2004,16.148,16.268,16.065,16.181,1778713,0
27-12-2004,16.148,16.268,15.998,16.065,3299661,0
28-12-2004,16.065,16.35,16.065,16.207,1818710,0
29-12-2004,16.107,16.498,16.085,16.458,2171578,0
30-12-2004,16.355,16.512,16.255,16.261,1827004,0
31-12-2004,16.261,16.355,16.214,16.268,1748933,0
03-01-2005,16.268,16.322,15.863,16.119,3580384,0
04-01-2005,16.052,16.194,15.56,15.694,3970435,0
05-01-2005,15.64,15.964,15.608,15.687,4131760,0
06-01-2005,15.797,15.824,15.316,15.344,3347065,0
07-01-2005,15.309,15.492,15.275,15.33,2780878,0
10-01-2005,15.303,15.338,15.032,15.258,4181537,0
11-01-2005,15.258,15.258,14.925,14.993,3251071,0
12-01-2005,14.993,15.12,14.743,14.972,3980954,0
13-01-2005,14.886,14.939,14.628,14.654,3529573,0
14-01-2005,14.681,14.946,14.674,14.886,3021753,0
18-01-2005,14.791,15.189,14.647,15.142,3733706,0
19-01-2005,15.085,15.189,14.865,14.892,3857998,0
20-01-2005,14.892,15.231,14.886,15.02,5980250,0
21-01-2005,15.02,15.026,14.661,14.715,5475388,0
24-01-2005,14.729,14.757,14.467,14.473,5231254,0
25-01-2005,14.521,14.851,14.48,14.715,3128858,0
26-01-2005,14.791,14.9,14.729,14.851,2813616,0
27-01-2005,14.791,15.007,14.647,14.851,2837021,0
28-01-2005,14.784,14.886,14.521,14.586,3109151,0
31-01-2005,14.811,15.02,14.784,14.925,2815392,0
01-02-2005,14.858,15.224,14.858,15.202,3005755,0
02-02-2005,15.209,15.37,15.085,15.323,2568592,0
03-02-2005,15.202,15.316,14.75,14.919,2939386,0
04-02-2005,14.886,15.175,14.865,15.154,3327810,0
07-02-2005,15.391,15.667,15.323,15.608,4094134,0
08-02-2005,15.613,16.194,15.56,16.031,4639581,0
09-02-2005,16.058,16.058,15.499,15.586,2662954,0
10-02-2005,15.586,15.735,15.52,15.553,1970995,0
11-02-2005,15.513,16.079,15.398,16.013,2955828,0
14-02-2005,15.891,16.222,15.817,16.214,4197537,0
15-02-2005,15.831,16.557,15.735,16.465,10570649,0
16-02-2005,16.322,16.376,15.998,16.154,4176647,0
17-02-2005,16.045,16.31,15.964,15.998,3665712,0
18-02-2005,16.005,16.045,15.844,15.911,2982493,0
22-02-2005,15.81,16.2,15.762,15.849,2553927,0
23-02-2005,15.898,15.932,15.439,15.513,4761352,0
24-02-2005,15.459,15.687,15.391,15.653,5769740,0
25-02-2005,15.7,15.938,15.553,15.898,5282508,0
28-02-2005,15.898,16.249,15.898,16.2,3935179,0
01-03-2005,16.235,16.599,16.235,16.524,4646546,0
02-03-2005,16.403,16.591,16.268,16.43,2544597,0
03-03-2005,16.43,16.64,16.322,16.491,2882799,0
04-03-2005,16.546,16.586,16.2,16.276,2499118,0
07-03-2005,16.316,16.795,16.235,16.707,3365139,0
08-03-2005,16.613,16.869,16.303,16.444,3406615,0
09-03-2005,16.344,16.552,16.168,16.207,3192854,0
10-03-2005,16.187,16.289,15.951,16.141,2707252,0
11-03-2005,16.235,16.235,15.7,15.755,2427121,0
14-03-2005,15.728,16.037,15.694,15.978,3278479,0
15-03-2005,15.991,16.127,15.681,15.7,2287571,0
16-03-2005,15.66,15.849,15.106,15.209,5440131,0
17-03-2005,15.189,15.37,15.169,15.295,3155817,0
18-03-2005,15.202,15.25,14.952,15.085,9596630,0
21-03-2005,15.02,15.418,15,15.244,3270333,0
22-03-2005,15.288,15.391,15.085,15.244,4140946,0
23-03-2005,15.258,15.323,15.189,15.209,3340845,0
24-03-2005,15.209,15.383,14.959,15.264,3663640,0
28-03-2005,15.323,15.357,15.154,15.196,2500153,0
29-03-2005,15.196,15.351,15.1,15.175,4284349,0
30-03-2005,15.02,15.078,14.688,15.032,5837885,0
31-03-2005,15.038,15.085,14.817,14.986,4012214,0
01-04-2005,15.12,15.209,14.879,14.9,4999270,0
04-04-2005,14.805,14.805,14.365,14.454,7234397,0
05-04-2005,14.48,14.5,14.229,14.421,6187495,0
06-04-2005,14.413,14.681,14.413,14.621,3173299,0
07-04-2005,14.579,14.607,14.434,14.566,4318269,0
08-04-2005,14.548,14.674,14.428,14.428,2837613,0
11-04-2005,14.406,14.428,14.182,14.268,4429670,0
12-04-2005,14.174,14.487,14.043,14.421,3892812,0
13-04-2005,14.346,14.48,14.009,14.049,3473282,0
14-04-2005,14.049,14.182,13.919,13.954,3100117,0
15-04-2005,13.819,13.857,13.574,13.77,5062817,0
18-04-2005,13.751,14.036,13.751,13.954,3631346,0
19-04-2005,13.96,14.121,13.946,14.023,3823036,0
20-04-2005,14.068,14.174,13.812,13.844,2884425,0
21-04-2005,13.96,14.434,13.96,14.386,3280256,0
22-04-2005,14.325,14.4,14.115,14.243,3139821,0
25-04-2005,14.297,14.514,14.167,14.393,3251515,0
26-04-2005,14.365,14.635,14.311,14.406,2948125,0
27-04-2005,14.365,14.48,14.141,14.331,2574668,0
28-04-2005,14.243,14.297,13.939,13.939,2786209,0
29-04-2005,14.043,14.075,13.797,14.009,3827926,0
02-05-2005,14.009,14.195,13.989,14.154,2298089,0
03-05-2005,14.109,14.386,14.102,14.297,2392605,0
04-05-2005,14.311,14.461,14.255,14.346,4220351,0
05-05-2005,14.297,14.48,14.167,14.229,3796965,0
06-05-2005,14.276,14.554,14.261,14.514,2308609,0
09-05-2005,14.446,14.838,14.386,14.777,2946941,0
10-05-2005,14.628,14.798,14.579,14.757,2857315,0
11-05-2005,14.75,15.007,14.715,14.986,3150337,0
12-05-2005,14.628,15.33,14.628,14.831,5810926,0
13-05-2005,14.851,15.045,14.764,14.844,4726690,0
16-05-2005,14.75,14.784,14.434,14.554,6727315,0
17-05-2005,14.318,15.258,14.318,15.175,6509846,0
18-05-2005,15.148,15.646,15.007,15.472,4022578,0
19-05-2005,15.472,15.608,15.425,15.573,2272606,0
20-05-2005,15.594,15.837,15.405,15.804,2502671,0
23-05-2005,15.742,15.991,15.728,15.951,3394618,0
24-05-2005,15.945,16.187,15.817,16.127,3139966,0
25-05-2005,16.005,16.031,15.762,15.884,2257649,0
26-05-2005,15.891,16.099,15.891,16.037,1812932,0
27-05-2005,16.031,16.174,15.978,16.141,1225263,0
31-05-2005,16.031,16.303,16.005,16.207,3042345,0
01-06-2005,16.207,16.458,16.168,16.337,2088769,0
02-06-2005,16.187,16.423,16.174,16.329,2355270,0
03-06-2005,16.337,16.337,16.168,16.242,1789377,0
06-06-2005,16.707,16.707,16.37,16.552,4813500,0
07-06-2005,16.538,16.674,16.289,16.35,2943236,0
08-06-2005,16.465,16.653,16.396,16.505,2292755,0
09-06-2005,16.458,16.7,16.423,16.674,4193683,0
10-06-2005,16.546,16.782,16.505,16.538,2029069,0
13-06-2005,16.505,16.712,16.472,16.653,2231127,0
14-06-2005,16.647,16.74,16.586,16.674,1672791,0
15-06-2005,16.727,16.822,16.518,16.64,1774560,0
16-06-2005,16.707,16.733,16.565,16.586,1622575,0
17-06-2005,16.775,16.789,16.627,16.72,3169002,0
20-06-2005,16.572,16.875,16.557,16.822,2208909,0
21-06-2005,16.775,16.875,16.66,16.66,2054993,0
22-06-2005,16.727,16.809,16.531,16.627,2112322,0
23-06-2005,16.627,16.91,16.606,16.755,3882295,0
24-06-2005,16.727,16.733,16.283,16.289,2743842,0
27-06-2005,16.168,16.168,15.66,15.755,3586754,0
28-06-2005,15.762,15.884,15.714,15.856,2990642,0
29-06-2005,15.831,15.918,15.646,15.681,1907445,0
30-06-2005,15.579,15.66,15.492,15.54,2554667,0
01-07-2005,15.66,15.898,15.613,15.797,2418971,0
05-07-2005,15.7,16.065,15.613,15.945,2111287,0
06-07-2005,15.978,16.228,15.911,15.957,2416453,0
07-07-2005,15.797,16.127,15.613,16.119,3647344,0
08-07-2005,16.168,16.491,16.134,16.43,3576978,0
11-07-2005,16.875,17.667,16.875,17.329,10458063,0
12-07-2005,16.889,17.585,16.889,17.502,3849107,0
13-07-2005,17.395,17.619,17.329,17.502,3062195,0
14-07-2005,17.585,17.721,17.281,17.376,2184170,0
15-07-2005,17.442,17.442,17.173,17.323,2146394,0
18-07-2005,17.281,17.329,17.063,17.329,2113508,0
19-07-2005,17.329,17.606,17.187,17.517,2402530,0
20-07-2005,17.475,17.654,17.281,17.496,3477133,0
21-07-2005,17.496,17.647,17.376,17.449,3076711,0
22-07-2005,17.402,17.416,17.125,17.274,2135433,0
25-07-2005,17.234,17.416,17.201,17.281,1743751,0
